Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Available/Capacity,Credits,Academic Level,Monday,Tuesday,Wednesday,Thursday,Friday,Lecture,Lab,Seminar,DE,Morning,Afternoon,# of Meetings
Fall 2022,Open,PHIL*4720*04 (8919) Directed Reading,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*4720*05 (8920) Directed Reading,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,PHIL*4800*01 (8921) Honours Phil Research Paper I,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,0 / 1,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*4800*02 (8922) Honours Phil Research Paper I,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*4820*01 (8923) Phil Research Presentation,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMCKN, Room 342']",S. Linquist,4 / 10,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PHIL*6140*01 (8924) Contemp European Philosophy I,Guelph,"['LEC Mon\n02:30PM - 05:20PM\nGRHM, Room 2302']",J. Russon,5 / 10,0.50,Graduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Open,PHIL*6410*01 (8925) Philosophy of Computation,Guelph,"['LEC Wed\n11:30AM - 02:20PM\nMCKN, Room 119']","A. Wayne, J. Hacker-Wright, S. Brennan",7 / 10,0.50,Graduate,,,Yes,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,PHIL*6600*01 (8926) Social/Political Philosophy I,Guelph,"['LEC Thur\n11:30AM - 02:20PM\nMCKN, Room 521']",M. Deveaux,12 / 15,0.50,Graduate,,,,Yes,,Yes,,,,Yes,Yes,1
Fall 2022,Open,PHIL*6740*01 (8927) Philosophy of Biology,Guelph,"['LEC Tues\n02:30PM - 05:20PM\nMCKN, Room 308']",S. Linquist,17 / 20,0.50,Graduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Open,PHIL*6900*01 (8928) Reading Course,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6900*02 (8929) Reading Course,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6900*03 (8930) Reading Course,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6900*04 (8931) Reading Course,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6900*05 (8932) Reading Course,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6950*01 (8933) MA Seminar,Guelph,"['LEC Mon\n01:00PM - 02:20PM\nALEX, Room 309']",P. Eardley,13 / 15,0.50,Graduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Open,PHIL*6960*01 (8934) PhD Seminar,Guelph,"['LEC Mon\n01:00PM - 02:20PM\nALEX, Room 309']",P. Eardley,14 / 15,0.50,Graduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Open,PHIL*6990*01 (8935) Major Research Project,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6990*02 (8936) Major Research Project,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6990*03 (8937) Major Research Project,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6990*04 (8938) Major Research Project,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHIL*6990*05 (8939) Major Research Project,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PHYS*1080*01 (8940) Physics for Life Sciences,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nROZH, Room 104', 'EXAM Fri\n07:00PM - 09:00PM (2022/12/09)\nRoom TBA']",R. Wickham,26 / 595,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,PHYS*1080*02 (8941) Physics for Life Sciences,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMACN, Room 105', 'EXAM Fri\n07:00PM - 09:00PM (2022/12/09)\nRoom TBA']",J. Howard,0 / 279,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PHYS*1080*03 (8942) Physics for Life Sciences,Guelph,"['LEC Wed\n07:00PM - 09:50PM\nROZH, Room 101', 'EXAM Fri\n07:00PM - 09:00PM (2022/12/09)\nRoom TBA']",X. Qin,62 / 350,0.50,Undergraduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Closed,PHYS*1130*01 (8943) Intr Physics With Applications,Guelph,"['LEC Mon, Wed, Fri\n12:30PM - 01:20PM\nMACN, Room 105', 'EXAM Fri\n02:30PM - 04:30PM (2022/12/16)\nRoom TBA']",J. Ball,0 / 265,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,PHYS*1130*02 (8944) Intr Physics With Applications,Guelph,"['LEC Mon, Wed, Fri\n10:30AM - 11:20AM\nMACN, Room 105', 'EXAM Fri\n02:30PM - 04:30PM (2022/12/16)\nRoom TBA']",J. Ball,0 / 250,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,PHYS*1300*01 (8945) Fundamentals of Physics,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nMACN, Room 105', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",J. Howard,0 / 275,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,PHYS*1300*02 (8946) Fundamentals of Physics,Guelph,"['LEC Mon, Wed, Fri\n01:30PM - 02:20PM\nMACN, Room 105', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",J. Howard,0 / 275,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,PHYS*1300*03 (8947) Fundamentals of Physics,Guelph,"['LEC Mon, Wed, Fri\n10:30AM - 11:20AM\nMACN, Room 113', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",J. Howard,0 / 140,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Open,PHYS*1300*04 (9447) Fundamentals of Physics,Guelph,"['LEC Mon\n07:00PM - 09:50PM\nROZH, Room 104', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",M. Steffler,50 / 550,0.50,Undergraduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Closed,PHYS*1600*DE01 (8948) Contemporary Astronomy,Guelph,"['Distance Education Days TBA\nTimes TBA\nRoom TBA', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/13)\nRoom TBA']",E. Nicol,0 / 250,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Open,PHYS*2240*01 (8949) Thermal Physics,Guelph,"['LEC Mon, Wed, Fri\n01:30PM - 02:20PM\nMCKN, Room 224', 'LEC Thur\n02:30PM - 03:50PM\nMAC, Room 149', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/07)\nRoom TBA']",X. Qin,27 / 50,0.50,Undergraduate,Yes,,Yes,Yes,Yes,Yes,,,,,Yes,4
Fall 2022,Open,PHYS*2330*0101 (8950) Electricity and Magnetism I,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMCKN, Room 227', 'LEC Thur\n02:30PM - 03:50PM\nMAC, Room 149', 'SEM Wed\n07:00PM - 08:50PM\nMINS, Room 103', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/14)\nRoom TBA']","E. Poisson, M. Massa",22 / 50,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,4
Fall 2022,Open,PHYS*2600*DE01 (8951) General Astronomy,Guelph,"['Distance Education Days TBA\nTimes TBA\nRoom TBA', 'EXAM Tues\n08:30AM - 10:30AM (2022/12/06)\nRoom TBA']",J. Thomas,4 / 125,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Open,PHYS*3130*01 (8952) Mathematical Physics,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nMCKN, Room 304', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/14)\nRoom TBA']",D. Jiang,20 / 38,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Open,PHYS*3170*01 (8953) Radiation Interactions,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMCKN, Room 309', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/15)\nRoom TBA']",R. Gellert,17 / 25,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PHYS*3230*0101 (8954) Quantum Mechanics I,Guelph,"['LEC Mon, Wed, Fri\n12:30PM - 01:20PM\nMACN, Room 415', 'SEM Mon\n02:30PM - 03:20PM\nMACN, Room 318', 'EXAM Fri\n08:30AM - 10:30AM (2022/12/16)\nRoom TBA']",M. Massa,9 / 30,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,4
Fall 2022,Open,PHYS*3400*01 (8955) Advanced Mechanics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nROZH, Room 107', 'EXAM Sat\n08:30AM - 10:30AM (2022/12/10)\nRoom TBA']",H. Yang,14 / 25,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PHYS*3510*01 (8956) Intermediate Laboratory,Guelph,"['LAB Mon, Wed\n02:30PM - 05:20PM\nMACN, Room 417']",C. Schultz-Nielsen,3 / 10,0.50,Undergraduate,Yes,,Yes,,,,Yes,,,,Yes,2
Fall 2022,Open,PHYS*4001*01 (8957) Research in Physics,Guelph,"['LAB Thur\n02:30PM - 05:20PM\nMACN, Room 318']",V. Ladizhansky,14 / 20,0.50,Undergraduate,,,,Yes,,,Yes,,,,Yes,1
Fall 2022,Open,PHYS*4120*01 (8958) Atomic & Molecular Physics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMCKN, Room 119', 'EXAM Tues\n08:30AM - 10:30AM (2022/12/13)\nRoom TBA']",J. Bohorquez Ballen,12 / 20,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PHYS*4180*01 (8959) Adv Electromagnetic Theory,Guelph,"['LEC Mon, Wed, Fri\n01:30PM - 02:20PM\nMCKN, Room 310', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/15)\nRoom TBA']",D. Jiang,5 / 25,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Open,PHYS*4240*01 (8960) Statistical Physics II,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nMACN, Room 318', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",M. Massa,14 / 30,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Open,PHYS*4500*01 (8961) Advanced Physics Laboratory,Guelph,"['LAB Mon, Wed\n02:30PM - 05:20PM\nMACN, Room 417']",C. Schultz-Nielsen,15 / 20,0.50,Undergraduate,Yes,,Yes,,,,Yes,,,,Yes,2
Fall 2022,Open,PHYS*7010*01 (8962) Quantum Mechanics I,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL']",R. Islam,10 / 15,0.50,Graduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Open,PHYS*7040*01 (8963) Statistical Physics I,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nAD-S, Room VIRTUAL']",A. Burkov,5 / 15,0.50,Graduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PHYS*7730*01 (8964) ST: Computational Physics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMACN, Room 318']",A. Gezerlis,7 / 15,0.50,Graduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PLNT*6080*01 (8967) Plant Disease Epidemiology,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],M. McDonald,2 / 10,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,PLNT*6110*01 (8968) Fruit and Vegetable Technology,Guelph,['LEC Fri\n11:30AM - 02:20PM\nRoom TBA'],G. Paliyath,0 / 0,0.50,Graduate,,,,,Yes,Yes,,,,Yes,Yes,1
Fall 2022,Open,PLNT*6230*01 (8969) Plant Physiology/Biochemistry,Guelph,"['LEC Tues\n02:00PM - 03:20PM\nECBA, Room 1118']",J. Cline,8 / 15,0.25,Graduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Open,PLNT*6250*01 (8970) Plant Genetics & Breeding,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],J. Subramanian,7 / 15,0.25,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,PLNT*6290*01 (8971) Phys Dev Genetics,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMCKN, Room 059']","D. Wolyn, M. Raizada",10 / 10,0.50,Graduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,PLNT*6320*01 (8972) Plant Metabolism,Guelph,"['LEC Fri\n03:30PM - 05:20PM\nMCKN, Room 059']",B. Micallef,15 / 15,0.50,Graduate,,,,,Yes,Yes,,,,,Yes,1
Fall 2022,Closed,PLNT*6340*0101 (8973) Plant Breeding,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nMCKN, Room 238', 'LAB Mon\n02:30PM - 04:20PM\nCRSC, Room 121B']","D. Wolyn, H. Booker",0 / 3,0.50,Graduate,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Open,PLNT*6340*0102 (8974) Plant Breeding,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nMCKN, Room 238', 'LAB Wed\n02:30PM - 04:20PM\nCRSC, Room 121B']","D. Wolyn, H. Booker",2 / 2,0.50,Graduate,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Open,PLNT*6400*01 (8975) Seminar,Guelph,"['LEC Tues\n08:30AM - 11:20AM\nCRSC, Room 202']",K. Pauls,13 / 25,0.25,Graduate,,Yes,,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,PLNT*6500*0101 (8977) Applied Bioinformatics,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nGRHM, Room 2310', 'LAB Tues\n02:30PM - 04:20PM\nMCKN, Room 304']",L. Lukens,5 / 5,0.50,Graduate,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Open,PLNT*6800*01 (8978) Special Topics in Plant Sci,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,1 / 1,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,POLS*1150*0101 (8979) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Thur\n11:30AM - 12:20PM\nALEX, Room 309', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,0 / 27,0.50,Undergraduate,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,POLS*1150*0102 (8980) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Fri\n01:30PM - 02:20PM\nMCKN, Room 315', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,0 / 27,0.50,Undergraduate,Yes,,,,Yes,Yes,,Yes,,,Yes,2
Fall 2022,Closed,POLS*1150*0103 (8981) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Thur\n10:30AM - 11:20AM\nROZH, Room 108', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,0 / 27,0.50,Undergraduate,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,2
Fall 2022,Open,POLS*1150*0104 (8982) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Thur\n09:30AM - 10:20AM\nROZH, Room 108', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,2 / 27,0.50,Undergraduate,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,POLS*1150*0105 (8983) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Thur\n02:30PM - 03:20PM\nALEX, Room 309', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,0 / 27,0.50,Undergraduate,Yes,,,Yes,,Yes,,Yes,,,Yes,2
Fall 2022,Closed,POLS*1150*0106 (8984) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Fri\n10:30AM - 11:20AM\nMINS, Room 128', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,0 / 25,0.50,Undergraduate,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,POLS*1150*0107 (8985) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Fri\n09:30AM - 10:20AM\nMINS, Room 128', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,0 / 25,0.50,Undergraduate,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,POLS*1150*0108 (8986) Understanding Politics,Guelph,"['LEC Mon\n04:00PM - 05:20PM\nTHRN, Room 1200', 'SEM Fri\n11:30AM - 12:20PM\nMACS, Room 301', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/08)\nRoom TBA']",N. Mohan,0 / 25,0.50,Undergraduate,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,2
Fall 2022,Open,POLS*1500*01 (8987) World Politics,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nROZH, Room 103', 'EXAM Fri\n08:30AM - 10:30AM (2022/12/16)\nRoom TBA']",M. Yaniszewski,2 / 200,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Open,POLS*2200*01 (8988) International Relations,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nMACN, Room 105 (more)...']",I. Spears,53 / 250,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,POLS*2230*01 (8989) Public Policy,Guelph,"['LEC Tues\n07:00PM - 09:50PM\nMACN, Room 105', 'EXAM Tues\n02:30PM - 04:30PM (2022/12/13)\nRoom TBA']",D. Snow,2 / 230,0.50,Undergraduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Closed,POLS*2250*DE01 (8990) Public Admin & Governance,Guelph,"['Distance Education Days TBA\nTimes TBA\nRoom TBA', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/07)\nRoom TBA']",N. Mohan,0 / 200,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Closed,POLS*2300*DE01 (8991) Cdn Government & Politics,Guelph,"['Distance Education Days TBA\nTimes TBA\nRoom TBA', 'EXAM Fri\n11:30AM - 01:30PM (2022/12/09)\nRoom TBA']",N. Mohan,0 / 300,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Closed,POLS*2350*01 (8992) Law and Politics,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nRICH, Room 2520', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/12)\nRoom TBA']",M. Zanoni,0 / 200,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,POLS*2650*0101 (8993) Political Inquiry & Research,Guelph,"['LEC Mon, Wed\n11:30AM - 12:20PM\nLA, Room 204', 'SEM Thur\n01:30PM - 02:20PM\nMINS, Room 101', 'EXAM Thur\n02:30PM - 04:30PM (2022/12/15)\nRoom TBA']",E. Koning,0 / 25,0.50,Undergraduate,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,POLS*2650*0102 (8994) Political Inquiry & Research,Guelph,"['LEC Mon, Wed\n11:30AM - 12:20PM\nLA, Room 204', 'SEM Fri\n10:30AM - 11:20AM\nMCKN, Room 306', 'EXAM Thur\n02:30PM - 04:30PM (2022/12/15)\nRoom TBA']",E. Koning,2 / 25,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,POLS*2650*0103 (8995) Political Inquiry & Research,Guelph,"['LEC Mon, Wed\n11:30AM - 12:20PM\nLA, Room 204', 'SEM Fri\n03:30PM - 04:20PM\nROZH, Room 108', 'EXAM Thur\n02:30PM - 04:30PM (2022/12/15)\nRoom TBA']",E. Koning,0 / 25,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,POLS*2650*0104 (8996) Political Inquiry & Research,Guelph,"['LEC Mon, Wed\n11:30AM - 12:20PM\nLA, Room 204', 'SEM Fri\n09:30AM - 10:20AM\nALEX, Room 309', 'EXAM Thur\n02:30PM - 04:30PM (2022/12/15)\nRoom TBA']",E. Koning,17 / 25,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,POLS*2650*0105 (8997) Political Inquiry & Research,Guelph,"['LEC Mon, Wed\n11:30AM - 12:20PM\nLA, Room 204', 'SEM Fri\n11:30AM - 12:20PM\nMINS, Room 128', 'EXAM Thur\n02:30PM - 04:30PM (2022/12/15)\nRoom TBA']",E. Koning,0 / 25,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,POLS*2650*0106 (8998) Political Inquiry & Research,Guelph,"['LEC Mon, Wed\n11:30AM - 12:20PM\nLA, Room 204', 'SEM Thur\n11:30AM - 12:20PM\nMCKN, Room 304', 'EXAM Thur\n02:30PM - 04:30PM (2022/12/15)\nRoom TBA']",E. Koning,1 / 25,0.50,Undergraduate,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Open,POLS*3060*01 (8999) The Middle East & North Africa,Guelph,"['LEC Mon, Wed\n01:00PM - 02:20PM\nMINS, Room 017']",E. Altinkas,4 / 45,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Open,POLS*3080*01 (9000) Politics of Latin America,Guelph,"['LEC Tues, Thur\n05:30PM - 06:50PM\nMCKN, Room 225']",J. Diez,26 / 50,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,"POLS*3130*01 (9001) Law, Pol & Judicial Process",Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nRICH, Room 2529']",M. Do,0 / 110,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,POLS*3250*01 (9002) Public Policy: Challenges & Pr,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nRICH, Room 2529']",N. Mohan,0 / 110,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,POLS*3300*DE01 (9003) Governing Criminal Justice,Guelph,['Distance Education Days TBA\nTimes TBA\nRoom TBA'],S. Colliver,0 / 200,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Open,POLS*3320*01 (9004) Politics of Aid & Development,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMCKN, Room 121']",C. Johnson,22 / 75,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,POLS*3370*DE01 (9005) Enviro Politics & Governance,Guelph,['Distance Education Days TBA\nTimes TBA\nRoom TBA'],A. Sharma,0 / 200,0.50,Undergraduate,,,,,,,,,Yes,,,0
Fall 2022,Closed,POLS*3470*01 (9006) Bus/Gov't Relations in Canada,Guelph,"['LEC Mon, Wed, Fri\n10:30AM - 11:20AM\nGFTC, Room 241']",T. Mau,0 / 60,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,POLS*3490*01 (9007) Conflict & Conflict Resolution,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nMCKN, Room 031', 'EXAM Tues\n08:30AM - 10:30AM (2022/12/06)\nRoom TBA']",I. Spears,0 / 90,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,POLS*3670*01 (9008) Comparative Public Policy,Guelph,"['LEC Thur\n02:30PM - 05:20PM\nMCKN, Room 224']",C. Ho,0 / 50,0.50,Undergraduate,,,,Yes,,Yes,,,,,Yes,1
Fall 2022,Open,POLS*3850*01 (9009) Experiential Learning in Polit,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,POLS*3960*01 (9010) Sel Topics in Political Sci,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,POLS*3980*01 (9011) Selected Topics in Pol Sci,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,10 / 10,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,POLS*4020*01 (9012) Global Law and Courts,Guelph,"['LEC Thur\n11:30AM - 02:20PM\nMINS, Room 017']",J. Diez,0 / 20,1.00,Undergraduate,,,,Yes,,Yes,,,,Yes,Yes,1
Fall 2022,Closed,POLS*4020*02 (9013) Global Law and Courts,Guelph,"['LEC Thur\n02:30PM - 05:20PM\nMCKN, Room 308', 'EXAM Fri\n08:30AM - 10:30AM (2022/12/16)\nRoom TBA']",TBA  TBA,0 / 20,1.00,Undergraduate,,,,Yes,,Yes,,,,,Yes,1
