Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Available/Capacity,Credits,Academic Level,Monday,Tuesday,Wednesday,Thursday,Friday,Lecture,Lab,Seminar,DE,Morning,Afternoon,# of Meetings
Fall 2022,Closed,CIS*1910*0103 (7190) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Tues\n07:00PM - 08:50PM\nMCKN, Room 235', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*1910*0104 (7191) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Mon\n02:30PM - 04:20PM\nMCKN, Room 234', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*1910*0105 (7192) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Wed\n12:30PM - 02:20PM\nMCKN, Room 235', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*1910*0106 (7193) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Fri\n12:30PM - 02:20PM\nMCKN, Room 235', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*1910*0107 (7194) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Fri\n02:30PM - 04:20PM\nMCKN, Room 235', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*1910*0108 (7195) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Thur\n07:00PM - 08:50PM\nMCKN, Room 235', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*1910*0109 (9441) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Wed\n07:00PM - 08:50PM\nMCKN, Room 234', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*1910*0110 (9442) Discrete Structures in Comp I,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nROZH, Room 101', 'LAB Wed\n02:30PM - 04:20PM\nMCKN, Room 238', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']",P. Matsakis,0 / 29,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*2030*0101 (7196) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0102 (7197) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0103 (7198) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0104 (7199) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0105 (7200) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0106 (7201) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0107 (7202) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0108 (7203) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0109 (7204) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0110 (7205) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,,Yes,3
Fall 2022,Closed,CIS*2030*0201 (7206) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0202 (7207) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0203 (7208) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0204 (7209) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0205 (7210) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0206 (7211) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0207 (7212) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0208 (7213) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0209 (7214) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2030*0210 (7215) Structure/Applicat - Microcomp,Guelph,"['LEC Mon, Wed, Fri\n11:30AM - 12:20PM\nAD-A, Room REMOTE (more)...']",G. Grewal,0 / 9,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*2430*0101 (7216) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nAD-S, Room VIRTUAL', 'LAB Wed\n08:30AM - 10:20AM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,CIS*2430*0102 (7217) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nAD-S, Room VIRTUAL', 'LAB Tues\n11:30AM - 01:20PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,CIS*2430*0103 (7218) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nAD-S, Room VIRTUAL', 'LAB Mon\n12:30PM - 02:20PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2430*0104 (7219) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nAD-S, Room VIRTUAL', 'LAB Fri\n12:30PM - 02:20PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2430*0105 (7220) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nAD-S, Room VIRTUAL', 'LAB Thur\n08:30AM - 10:20AM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,CIS*2430*0106 (7221) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nAD-S, Room VIRTUAL', 'LAB Wed\n07:00PM - 08:50PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2430*0107 (7222) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n04:30PM - 05:20PM\nAD-S, Room VIRTUAL', 'LAB Mon\n07:00PM - 08:50PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2430*0201 (7223) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL', 'LAB Wed\n08:30AM - 10:20AM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,CIS*2430*0202 (7224) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL', 'LAB Tues\n11:30AM - 01:20PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,CIS*2430*0203 (7225) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL', 'LAB Mon\n12:30PM - 02:20PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2430*0204 (7226) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL', 'LAB Fri\n12:30PM - 02:20PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2430*0205 (7227) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL', 'LAB Thur\n08:30AM - 10:20AM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,CIS*2430*0206 (7228) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL', 'LAB Wed\n07:00PM - 08:50PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2430*0207 (7229) Object Oriented Programming,Guelph,"['LEC Mon, Wed, Fri\n02:30PM - 03:20PM\nAD-S, Room VIRTUAL', 'LAB Mon\n07:00PM - 08:50PM\nAD-S, Room VIRTUAL', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",J. McCuaig,0 / 17,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*2520*0101 (7230) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Fri\n12:30PM - 02:20PM\nMACN, Room 118', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*2520*0102 (7231) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Wed\n03:30PM - 05:20PM\nROZH, Room 106', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*2520*0103 (7232) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Mon\n08:30AM - 10:20AM\nALEX, Room 028', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0105 (7234) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Fri\n08:30AM - 10:20AM\nMCKN, Room 233', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0106 (7235) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Mon\n02:30PM - 04:20PM\nMACN, Room 118', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*2520*0107 (7236) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Tues\n11:30AM - 01:20PM\nROZH, Room 106', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0108 (7237) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Tues\n07:00PM - 08:50PM\nMACS, Room 129', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*2520*0109 (7238) Data Structures,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nMACN, Room 113', 'LAB Fri\n02:30PM - 04:20PM\nROZH, Room 106', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*2520*0201 (7239) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Fri\n12:30PM - 02:20PM\nMACN, Room 118', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0202 (7240) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Wed\n03:30PM - 05:20PM\nROZH, Room 106', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0203 (7241) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Mon\n08:30AM - 10:20AM\nALEX, Room 028', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0205 (7243) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Fri\n08:30AM - 10:20AM\nMCKN, Room 233', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0206 (7244) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Mon\n02:30PM - 04:20PM\nMACN, Room 118', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0207 (7245) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Tues\n11:30AM - 01:20PM\nROZH, Room 106', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0208 (7246) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Tues\n07:00PM - 08:50PM\nMACS, Room 129', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*2520*0209 (7247) Data Structures,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nALEX, Room 100', 'LAB Fri\n02:30PM - 04:20PM\nROZH, Room 106', 'EXAM Tues\n11:30AM - 01:30PM (2022/12/06)\nRoom TBA']",C. Obimbo,0 / 14,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,3
Fall 2022,Open,CIS*2750*0101 (7248) Software System Dvlmt & Intgrn,Guelph,"['LEC Tues, Thur\n04:00PM - 05:20PM\nMCKN, Room 031', 'LAB Tues\n12:30PM - 02:20PM\nTHRN, Room 2420', 'EXAM Fri\n08:30AM - 10:30AM (2022/12/09)\nRoom TBA']",D. Nikitenko,1 / 30,0.75,Undergraduate,,Yes,,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Open,CIS*2750*0102 (7249) Software System Dvlmt & Intgrn,Guelph,"['LEC Tues, Thur\n04:00PM - 05:20PM\nMCKN, Room 031', 'LAB Mon\n08:30AM - 10:20AM\nTHRN, Room 2420', 'EXAM Fri\n08:30AM - 10:30AM (2022/12/09)\nRoom TBA']",D. Nikitenko,13 / 30,0.75,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*3050*0101 (7250) Systems Programming,Guelph,"['LEC Mon, Wed, Fri\n03:30PM - 04:20PM\nMCKN, Room 121', 'LAB Mon\n02:30PM - 03:20PM\nMCKN, Room 029']",D. Nikitenko,0 / 74,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,4
Fall 2022,Closed,CIS*3090*0101 (7251) Parallel Programming,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nANNU, Room 156', 'LAB Fri\n11:30AM - 12:20PM\nMCKN, Room 121']",D. Nikitenko,0 / 74,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,3
Fall 2022,Open,CIS*3130*0101 (7252) System Modeling and Sim.,Guelph,"['LEC Tues, Thur\n04:00PM - 05:20PM\nANNU, Room 156', 'LAB Fri\n08:30AM - 10:20AM\nMCKN, Room 029', 'EXAM Fri\n02:30PM - 04:30PM (2022/12/09)\nRoom TBA']",M. Wineberg,36 / 75,0.50,Undergraduate,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,CIS*3150*0101 (7253) Theory of Computation,Guelph,"['LEC Tues, Thur\n04:00PM - 05:20PM\nMACN, Room 113', 'LAB Mon\n04:30PM - 05:20PM\nRoom TBA', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/07)\nRoom TBA']",J. Sawada,0 / 115,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,,Yes,3
Fall 2022,Closed,CIS*3210*0101 (7254) Computer Networks,Guelph,"['LEC Mon, Wed, Fri\n10:30AM - 11:20AM\nAD-S, Room VIRTUAL (more)...']",TBA  TBA,0 / 95,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Closed,CIS*3250*0101 (7255) Software Design III,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nMCKN, Room 121', 'LAB Thur\n11:30AM - 02:20PM\nTHRN, Room 2420']",S. Scott,0 / 34,0.50,Undergraduate,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Open,CIS*3250*0102 (7256) Software Design III,Guelph,"['LEC Mon, Wed, Fri\n08:30AM - 09:20AM\nMCKN, Room 121', 'LAB Fri\n11:30AM - 02:20PM\nTHRN, Room 2420']",S. Scott,14 / 34,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Open,CIS*3260*0101 (7257) Software Design IV,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMINS, Room 300', 'LAB Tues\n02:30PM - 05:20PM\nTHRN, Room 2420', 'EXAM Sat\n08:30AM - 10:30AM (2022/12/10)\nRoom TBA']",M. Wineberg,13 / 30,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Open,CIS*3260*0102 (7258) Software Design IV,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMINS, Room 300', 'LAB Wed\n11:30AM - 02:20PM\nTHRN, Room 2420', 'EXAM Sat\n08:30AM - 10:30AM (2022/12/10)\nRoom TBA']",M. Wineberg,2 / 30,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,3
